MatchDay,Celta de Vigo,Espanyol,Deportivo Alav?s,Levante,Getafe,Athletic Club,Atl?tico Madrid,Valencia,Real Madrid,Barcelona,Las Palmas,Legan?s,Eibar,Girona,Deportivo La Coru?a,Real Betis,Real Sociedad,Sevilla,M?laga,Villarreal
gameWeek-0,0.17441860465116277,0.14534883720930233,0.058139534883720936,0.11627906976744187,0.0,0.0,0.029069767441860468,0.34883720930232553,0.8430232558139537,0.20348837209302328,0.029069767441860468,0.29069767441860467,0.17441860465116277,0.26162790697674415,0.23255813953488375,0.08720930232558138,0.29069767441860467,0.058139534883720936,0.17441860465116277,0.17441860465116282
gameWeek-1,0.0,0.0,0.08720930232558138,0.0,0.08720930232558138,0.37790697674418605,0.4941860465116279,0.4651162790697675,0.20348837209302328,0.5232558139534883,0.14534883720930233,0.34883720930232553,0.029069767441860468,0.058139534883720936,0.34883720930232553,0.5232558139534883,0.29069767441860467,0.37790697674418605,0.029069767441860468,0.11627906976744187
gameWeek-2,0.17441860465116277,0.0,0.17441860465116277,0.20348837209302328,0.058139534883720936,0.436046511627907,0.08720930232558138,0.0,0.08720930232558138,1.0465116279069766,0.6395348837209303,0.20348837209302326,0.029069767441860468,0.029069767441860468,0.11627906976744187,0.26162790697674415,0.31976744186046513,0.6395348837209303,0.0,0.6104651162790697
gameWeek-3,0.08720930232558138,0.5813953488372093,0.14534883720930233,0.0,0.31976744186046513,0.23255813953488375,0.26162790697674415,0.34883720930232553,0.6395348837209303,0.4651162790697675,0.40697674418604657,0.058139534883720936,0.0,0.0,0.08720930232558138,0.6104651162790697,0.29069767441860467,0.40697674418604657,0.17441860465116277,0.37790697674418605
gameWeek-4,0.17441860465116277,0.0,0.11627906976744187,0.40697674418604657,0.0,0.29069767441860467,0.5813953488372093,0.8430232558139534,0.20348837209302328,0.7558139534883721,0.0,0.20348837209302328,0.29069767441860467,0.0,0.29069767441860467,0.37790697674418605,0.0,0.37790697674418605,0.14534883720930233,0.11627906976744187
gameWeek-5,0.436046511627907,0.5232558139534883,0.14534883720930233,0.0,0.058139534883720936,0.5813953488372093,0.26162790697674415,0.29069767441860467,0.5232558139534883,0.34883720930232553,0.4941860465116279,0.26162790697674415,0.0,0.08720930232558138,0.14534883720930233,0.872093023255814,0.14534883720930233,0.0,0.14534883720930233,0.0
gameWeek-6,0.7848837209302326,0.058139534883720936,0.31976744186046513,0.0,0.029069767441860468,0.31976744186046513,0.08720930232558138,0.4651162790697675,0.6686046511627908,0.6976744186046511,0.058139534883720936,0.08720930232558138,0.0,0.37790697674418605,0.34883720930232553,0.6104651162790697,0.436046511627907,0.20348837209302328,0.029069767441860468,0.40697674418604657
gameWeek-7,0.8430232558139534,0.11627906976744187,0.0,0.058139534883720936,0.14534883720930233,0.0,0.29069767441860467,0.5523255813953488,0.37790697674418605,0.436046511627907,0.17441860465116277,0.40697674418604657,0.08720930232558138,0.17441860465116277,0.26162790697674415,0.11627906976744187,0.31976744186046513,0.08720930232558138,0.0,0.4941860465116279
gameWeek-8,0.17441860465116277,0.11627906976744187,0.029069767441860468,0.29069767441860467,0.14534883720930233,0.029069767441860468,0.08720930232558138,0.7267441860465116,0.6104651162790697,0.436046511627907,0.08720930232558138,0.0,0.029069767441860468,0.20348837209302328,0.08720930232558138,0.40697674418604657,0.31976744186046513,0.23255813953488375,0.17441860465116277,0.436046511627907
gameWeek-9,0.17441860465116277,0.14534883720930233,0.0,0.29069767441860467,0.26162790697674415,0.20348837209302328,0.40697674418604657,0.20348837209302328,0.29069767441860467,0.37790697674418605,0.17441860465116277,0.0,0.0,0.29069767441860467,0.17441860465116277,0.17441860465116277,0.37790697674418605,0.40697674418604657,0.0,0.23255813953488375
gameWeek-10,0.6686046511627908,0.0,0.14534883720930233,0.11627906976744187,0.029069767441860468,0.058139534883720936,0.08720930232558138,0.34883720930232553,0.40697674418604657,0.4941860465116279,0.11627906976744187,0.058139534883720936,0.26162790697674415,0.26162790697674415,0.08720930232558138,0.058139534883720936,0.29069767441860467,0.14534883720930233,0.0,0.37790697674418605
gameWeek-11,0.17441860465116277,0.08720930232558138,0.08720930232558138,0.31976744186046513,0.436046511627907,0.058139534883720936,0.058139534883720936,0.14534883720930233,0.17441860465116277,0.6395348837209303,0.20348837209302328,0.058139534883720936,0.5232558139534883,0.08720930232558138,0.20348837209302328,0.17441860465116277,0.29069767441860467,0.37790697674418605,0.34883720930232553,0.2906976744186046
gameWeek-12,0.31976744186046513,0.058139534883720936,0.14534883720930233,0.0,0.058139534883720936,0.2906976744186046,0.930232558139535,0.17441860465116277,0.29069767441860467,0.436046511627907,0.058139534883720936,0.0,0.31976744186046513,0.37790697674418605,0.20348837209302328,0.14534883720930233,0.14534883720930233,0.34883720930232553,0.40697674418604657,0.436046511627907
gameWeek-13,0.31976744186046513,0.0,0.20348837209302328,0.029069767441860468,0.14534883720930233,0.058139534883720936,0.436046511627907,0.17441860465116277,0.029069767441860468,0.40697674418604657,0.29069767441860467,0.0,0.11627906976744187,0.14534883720930233,0.0,0.0,0.0,0.6104651162790697,0.0,0.20348837209302326
gameWeek-14,0.37790697674418605,0.11627906976744187,0.5232558139534883,0.0,0.0,0.029069767441860468,0.11627906976744187,0.26162790697674415,0.5813953488372093,0.6686046511627908,0.11627906976744187,0.029069767441860468,0.0,0.29069767441860467,0.029069767441860468,0.058139534883720936,0.0,0.26162790697674415,0.17441860465116282,0.11627906976744187
gameWeek-15,0.08720930232558138,0.37790697674418605,0.0,0.0,0.029069767441860468,0.08720930232558138,0.0,0.0,0.4651162790697675,0.7558139534883721,0.26162790697674415,0.029069767441860468,0.0,0.29069767441860467,0.08720930232558138,0.4941860465116279,0.058139534883720936,0.14534883720930233,0.0,0.43604651162790703
gameWeek-16,0.40697674418604657,0.23255813953488375,0.34883720930232553,0.0,0.5232558139534883,0.34883720930232553,0.11627906976744187,0.0,0.029069767441860468,0.7267441860465116,0.31976744186046513,0.0,0.4651162790697675,0.0,0.14534883720930233,0.17441860465116277,0.40697674418604657,0.08720930232558138,0.08720930232558138,0.2906976744186046
gameWeek-17,0.436046511627907,0.26162790697674415,0.0,0.0,0.08720930232558138,0.34883720930232553,0.23255813953488375,0.40697674418604657,0.5232558139534883,0.6976744186046511,0.11627906976744187,0.20348837209302326,0.29069767441860467,0.34883720930232553,0.31976744186046513,0.43604651162790703,0.14534883720930233,0.08720930232558138,0.0,0.4941860465116279
gameWeek-18,0.37790697674418605,0.0,0.058139534883720936,0.058139534883720936,0.058139534883720936,0.058139534883720936,0.34883720930232553,0.2906976744186046,0.058139534883720936,0.6395348837209303,0.11627906976744187,0.14534883720930233,0.0,0.40697674418604657,0.08720930232558138,0.4941860465116279,0.436046511627907,0.0,0.0,0.29069767441860467
gameWeek-19,0.17441860465116277,0.0,0.37790697674418605,0.0,0.0,0.17441860465116277,0.4651162790697675,0.17441860465116277,0.9011627906976745,0.9593023255813955,0.23255813953488375,0.058139534883720936,0.0,0.11627906976744187,0.20348837209302328,0.058139534883720936,0.08720930232558138,0.31976744186046513,0.08720930232558138,0.26162790697674415
gameWeek-20,0.5813953488372093,0.0,0.029069767441860468,0.0,0.0,0.17441860465116277,0.34883720930232553,0.11627906976744187,0.26162790697674415,0.34883720930232553,0.14534883720930233,0.26162790697674415,0.0,0.0,0.14534883720930233,0.08720930232558138,0.26162790697674415,0.11627906976744187,0.0,0.7267441860465116
gameWeek-21,0.14534883720930233,0.11627906976744187,0.14534883720930233,0.23255813953488375,0.0,0.0,0.14534883720930233,0.0,0.4941860465116279,0.08720930232558138,0.29069767441860467,0.0,0.23255813953488375,0.11627906976744187,0.0,0.26162790697674415,0.5813953488372093,0.08720930232558138,0.029069767441860468,0.029069767441860468
gameWeek-22,0.436046511627907,0.26162790697674415,0.5523255813953488,0.17441860465116277,0.0,0.058139534883720936,0.14534883720930233,0.34883720930232553,0.5523255813953488,0.23255813953488375,0.23255813953488375,0.0,0.11627906976744187,0.26162790697674415,0.11627906976744187,0.5232558139534883,0.4941860465116279,0.26162790697674415,0.0,0.14534883720930233
gameWeek-23,0.058139534883720936,0.0,0.11627906976744187,0.0,0.34883720930232553,0.0,0.37790697674418605,0.058139534883720936,0.5232558139534884,0.5232558139534883,0.029069767441860468,0.14534883720930233,0.0,0.20348837209302328,0.0,0.5232558139534884,0.40697674418604657,0.4651162790697675,0.0,0.0
gameWeek-24,0.6104651162790697,0.058139534883720936,0.26162790697674415,0.0,0.0,0.26162790697674415,0.6104651162790697,0.37790697674418605,0.5813953488372093,1.1337209302325582,0.0,0.08720930232558138,0.058139534883720936,0.14534883720930233,0.17441860465116277,0.4651162790697675,0.20348837209302328,0.29069767441860467,0.14534883720930233,0.26162790697674415
gameWeek-25,0.26162790697674415,0.37790697674418605,0.0,0.08720930232558138,0.23255813953488375,0.0,0.7558139534883721,0.40697674418604657,0.17441860465116277,0.26162790697674415,0.0,0.029069767441860468,0.029069767441860468,0.23255813953488375,0.0,0.20348837209302328,0.20348837209302328,0.31976744186046513,0.0,0.0
gameWeek-26,0.436046511627907,0.029069767441860468,0.11627906976744187,0.11627906976744187,0.11627906976744187,0.0,0.0,0.26162790697674415,0.4941860465116279,0.31976744186046513,0.11627906976744187,0.37790697674418605,0.0,0.37790697674418605,0.11627906976744187,0.2616279069767442,0.34883720930232553,0.6104651162790697,0.058139534883720936,0.0
gameWeek-27,0.029069767441860468,0.26162790697674415,0.0,0.0,0.17441860465116277,0.14534883720930233,0.29069767441860467,0.6104651162790697,0.37790697674418605,0.7267441860465116,0.0,0.058139534883720936,0.0,0.08720930232558138,0.08720930232558138,0.4941860465116279,0.17441860465116277,0.0,0.0,0.31976744186046513
gameWeek-28,0.29069767441860467,0.0,0.26162790697674415,0.14534883720930233,0.0,0.11627906976744187,0.0,0.37790697674418605,0.9011627906976745,0.8430232558139534,0.0,0.5523255813953488,0.0,0.31976744186046513,0.0,0.6976744186046511,0.08720930232558138,0.058139534883720936,0.058139534883720936,0.4651162790697675
gameWeek-29,0.20348837209302328,0.11627906976744187,0.08720930232558138,0.26162790697674415,0.0,0.14534883720930233,0.11627906976744187,0.0,0.436046511627907,0.436046511627907,0.11627906976744187,0.029069767441860468,0.0,0.14534883720930233,0.0,0.4941860465116279,0.0,0.436046511627907,0.029069767441860468,0.0
gameWeek-30,0.34883720930232553,0.17441860465116277,0.26162790697674415,0.23255813953488375,0.0,0.6976744186046511,0.40697674418604657,0.26162790697674415,0.31976744186046513,0.6104651162790697,0.17441860465116277,0.17441860465116282,0.0,0.0,0.37790697674418605,0.5523255813953488,0.6976744186046511,0.11627906976744187,0.11627906976744187,0.0
gameWeek-31,0.14534883720930233,0.0,0.34883720930232553,0.11627906976744187,0.08720930232558138,0.20348837209302328,0.6395348837209303,0.2616279069767442,0.5523255813953488,0.40697674418604657,0.058139534883720936,0.29069767441860467,0.0,0.0,0.29069767441860467,0.34883720930232553,0.7267441860465116,0.14534883720930233,0.20348837209302328,0.436046511627907
gameWeek-32,0.5232558139534883,0.0,0.14534883720930233,0.14534883720930233,0.40697674418604657,0.34883720930232553,0.17441860465116277,0.029069767441860468,0.20348837209302328,0.31976744186046513,0.0,0.0,0.0,0.11627906976744187,0.23255813953488375,0.6976744186046511,0.6976744186046511,0.31976744186046513,0.08720930232558138,0.5232558139534883
gameWeek-33,0.058139534883720936,0.40697674418604657,0.930232558139535,0.37790697674418605,0.29069767441860467,0.23255813953488375,0.08720930232558138,0.29069767441860467,0.17441860465116277,0.6976744186046511,0.0,0.11627906976744187,0.0,0.058139534883720936,0.14534883720930233,0.4651162790697675,0.11627906976744187,0.17441860465116277,0.29069767441860467,0.4651162790697675
gameWeek-34,0.26162790697674415,0.34883720930232553,0.058139534883720936,0.4941860465116279,0.058139534883720936,0.0,0.14534883720930233,0.0,0.37790697674418605,1.1627906976744187,0.08720930232558138,0.029069767441860468,0.0,0.0,0.31976744186046513,0.26162790697674415,0.26162790697674415,0.26162790697674415,0.11627906976744187,0.9593023255813955
gameWeek-35,0.26162790697674415,0.26162790697674415,0.8139534883720931,0.40697674418604657,0.11627906976744187,0.4941860465116279,0.0,0.0,0.4941860465116279,0.37790697674418605,0.058139534883720936,0.0,0.26162790697674415,0.20348837209302328,0.029069767441860468,0.2616279069767442,0.0,0.23255813953488375,0.0,0.17441860465116277
gameWeek-36,0.08720930232558138,0.5813953488372093,0.11627906976744187,0.872093023255814,0.0,0.0,0.29069767441860467,0.2616279069767442,0.7558139534883721,0.31976744186046513,0.058139534883720936,0.14534883720930233,0.17441860465116277,0.058139534883720936,0.37790697674418605,0.23255813953488375,0.34883720930232553,0.17441860465116277,0.0,0.7267441860465116
gameWeek-37,0.7267441860465116,0.26162790697674415,0.0,0.5232558139534883,0.0,0.11627906976744187,0.40697674418604657,0.40697674418604657,0.4651162790697675,0.14534883720930233,0.29069767441860467,0.17441860465116277,0.20348837209302328,0.26162790697674415,0.34883720930232553,0.5232558139534883,0.058139534883720936,0.6104651162790697,0.029069767441860468,0.31976744186046513
